지역,날짜,총인구수 (명),남자인구수 (명),여자인구수 (명)
강원,2020. 10,1541836,775679,766157
충북,2020. 10,1599102,810528,788574
충남,2020. 10,2120347,1081967,1038380
전북,2020. 10,1805937,897770,908167
전남,2020. 10,1850680,929911,920769
경북,2020. 10,2639763,1329257,1310506
경남,2020. 10,3342831,1682733,1660098
제주,2020. 10,673606,338190,335416
전국,2020. 11,51834302,25844667,25989635
서울,2020. 11,9679771,4708321,4971450
부산,2020. 11,3395514,1663055,1732459
대구,2020. 11,2421859,1195081,1226778
인천,2020. 11,2942307,1473795,1468512
광주,2020. 11,1451993,718370,733623
대전,2020. 11,1465893,731701,734192
울산,2020. 11,1137345,584305,553040
세종,2020. 11,353430,176336,177094
경기,2020. 11,13413459,6748061,6665398
강원,2020. 11,1542374,776079,766295
충북,2020. 11,1599680,810903,788777
충남,2020. 11,2120607,1082311,1038296
전북,2020. 11,1805204,897393,907811
전남,2020. 11,1850557,929986,920571
경북,2020. 11,2639245,1328939,1310306
경남,2020. 11,3341063,1681719,1659344
제주,2020. 11,674001,338312,335689
전국,2020. 12,51829023,25841029,25987994
서울,2020. 12,9668465,4701723,4966742
부산,2020. 12,3391946,1661000,1730946
대구,2020. 12,2418346,1193109,1225237
인천,2020. 12,2942828,1473943,1468885
광주,2020. 12,1450062,717348,732714
대전,2020. 12,1463882,730699,733183
울산,2020. 12,1136017,583708,552309
세종,2020. 12,355831,177568,178263
경기,2020. 12,13427014,6754469,6672545
강원,2020. 12,1542840,776505,766335
충북,2020. 12,1600837,811591,789246
충남,2020. 12,2121029,1082634,1038395
전북,2020. 12,1804104,896874,907230
전남,2020. 12,1851549,930615,920934
경북,2020. 12,2639422,1329211,1310211
경남,2020. 12,3340216,1681423,1658793
제주,2020. 12,674635,338609,336026
전국,2021. 01,51825932,25838512,25987420
서울,2021. 01,9657969,4695999,4961970
부산,2021. 01,3389388,1659527,1729861
대구,2021. 01,2415813,1191656,1224157
인천,2021. 01,2942452,1473639,1468813
광주,2021. 01,1449115,716929,732186
대전,2021. 01,1463291,730396,732895
울산,2021. 01,1135370,583402,551968
세종,2021. 01,357871,178656,179215
경기,2021. 01,13449499,6765862,6683637
강원,2021. 01,1541696,775727,765969
충북,2021. 01,1599658,811057,788601
충남,2021. 01,2119837,1082095,1037742
전북,2021. 01,1802748,896115,906633
전남,2021. 01,1850575,930132,920443
경북,2021. 01,2637639,1328384,1309255
경남,2021. 01,3338396,1680383,1658013
제주,2021. 01,674615,338553,336062
전국,2021. 02,51824142,25836561,25987581
서울,2021. 02,9648606,4690282,4958324
부산,2021. 02,3387761,1658540,1729221
대구,2021. 02,2413191,1190244,1222947
인천,2021. 02,2941705,1473245,1468460
광주,2021. 02,1447953,716331,731622
대전,2021. 02,1462064,729663,732401
울산,2021. 02,1132953,582190,550763
세종,2021. 02,359569,179528,180041
경기,2021. 02,13471758,6777066,6694692
강원,2021. 02,1540875,775186,765689
충북,2021. 02,1599122,810751,788371
충남,2021. 02,2119542,1082026,1037516
전북,2021. 02,1801319,895485,905834
전남,2021. 02,1849795,929889,919906
경북,2021. 02,2636747,1328167,1308580
경남,2021. 02,3336045,1679295,1656750
제주,2021. 02,675137,338673,336464
전국,2021. 03,51705905,25787390,25918515
서울,2021. 03,9598484,4667524,4930960
부산,2021. 03,3372399,1651804,1720595
대구,2021. 03,2408875,1188070,1220805
인천,2021. 03,2936461,1470750,1465711
광주,2021. 03,1445473,715226,730247
대전,2021. 03,1458463,728075,730388
울산,2021. 03,1129254,580424,548830
세종,2021. 03,360462,180030,180432
경기,2021. 03,13465837,6776866,6688971
강원,2021. 03,1536399,773248,763151
충북,2021. 03,1595714,809457,786257
충남,2021. 03,2115823,1080841,1034982
전북,2021. 03,1797450,893974,903476
전남,2021. 03,1844811,927884,916927
경북,2021. 03,2635563,1327990,1307573
경남,2021. 03,3330463,1677021,1653442
제주,2021. 03,673974,338206,335768
전국,2021. 04,51702100,25784538,25917562
서울,2021. 04,9588711,4661711,4927000
부산,2021. 04,3369704,1650252,1719452
대구,2021. 04,2406296,1186663,1219633
인천,2021. 04,2936214,1470490,1465724
광주,2021. 04,1444787,714834,729953
대전,2021. 04,1457619,727522,730097
울산,2021. 04,1128163,579853,548310
세종,2021. 04,361396,180462,180934
경기,2021. 04,13479798,6784466,6695332
강원,2021. 04,1536175,773037,763138
충북,2021. 04,1596303,809679,786624
충남,2021. 04,2116452,1081275,1035177
전북,2021. 04,1796331,893415,902916
전남,2021. 04,1844148,927667,916481
경북,2021. 04,2635896,1328240,1307656
경남,2021. 04,3329623,1676550,1653073
제주,2021. 04,674484,338422,336062
