날짜,구분,지역,수치
2013-03-01,주택건설인허가실적,경남,11531.0
2013-04-01,주택건설인허가실적,경남,13780.0
2013-05-01,주택건설인허가실적,경남,16233.0
2013-06-01,주택건설인허가실적,경남,17331.0
2013-07-01,주택건설인허가실적,경남,19941.0
2013-08-01,주택건설인허가실적,경남,23297.0
2013-09-01,주택건설인허가실적,경남,25141.0
2013-10-01,주택건설인허가실적,경남,26915.0
2013-11-01,주택건설인허가실적,경남,31912.0
2013-12-01,주택건설인허가실적,경남,34683.0
2014-01-01,주택건설인허가실적,경남,2359.0
2014-02-01,주택건설인허가실적,경남,4795.0
2014-03-01,주택건설인허가실적,경남,8849.0
2014-04-01,주택건설인허가실적,경남,14488.0
2014-05-01,주택건설인허가실적,경남,17451.0
2014-06-01,주택건설인허가실적,경남,22732.0
2014-07-01,주택건설인허가실적,경남,25260.0
2014-08-01,주택건설인허가실적,경남,34789.0
2014-09-01,주택건설인허가실적,경남,37377.0
2014-10-01,주택건설인허가실적,경남,40670.0
2014-11-01,주택건설인허가실적,경남,42471.0
2014-12-01,주택건설인허가실적,경남,49424.0
2015-01-01,주택건설인허가실적,경남,1265.0
2015-02-01,주택건설인허가실적,경남,5860.0
2015-03-01,주택건설인허가실적,경남,9141.0
2015-04-01,주택건설인허가실적,경남,11481.0
2015-05-01,주택건설인허가실적,경남,14991.0
2015-06-01,주택건설인허가실적,경남,19675.0
2015-07-01,주택건설인허가실적,경남,23754.0
2015-08-01,주택건설인허가실적,경남,25023.0
2015-09-01,주택건설인허가실적,경남,29325.0
2015-10-01,주택건설인허가실적,경남,31221.0
2015-11-01,주택건설인허가실적,경남,34751.0
2015-12-01,주택건설인허가실적,경남,45325.0
2016-01-01,주택건설인허가실적,경남,4329.0
2016-02-01,주택건설인허가실적,경남,9213.0
2016-03-01,주택건설인허가실적,경남,13950.0
2016-04-01,주택건설인허가실적,경남,20657.0
2016-05-01,주택건설인허가실적,경남,24283.0
2016-06-01,주택건설인허가실적,경남,29829.0
2016-07-01,주택건설인허가실적,경남,37338.0
2016-08-01,주택건설인허가실적,경남,43017.0
2016-09-01,주택건설인허가실적,경남,47669.0
2016-10-01,주택건설인허가실적,경남,52104.0
2016-11-01,주택건설인허가실적,경남,55397.0
2016-12-01,주택건설인허가실적,경남,61124.0
2017-01-01,주택건설인허가실적,경남,1736.0
2017-02-01,주택건설인허가실적,경남,4573.0
2017-03-01,주택건설인허가실적,경남,8571.0
2017-04-01,주택건설인허가실적,경남,10691.0
2017-05-01,주택건설인허가실적,경남,15536.0
2017-06-01,주택건설인허가실적,경남,21952.0
2017-07-01,주택건설인허가실적,경남,23147.0
2017-08-01,주택건설인허가실적,경남,24666.0
2017-09-01,주택건설인허가실적,경남,29440.0
2017-10-01,주택건설인허가실적,경남,30061.0
2017-11-01,주택건설인허가실적,경남,31109.0
2017-12-01,주택건설인허가실적,경남,38952.0
2018-01-01,주택건설인허가실적,경남,1113.0
2018-02-01,주택건설인허가실적,경남,1962.0
2018-03-01,주택건설인허가실적,경남,5384.0
2018-04-01,주택건설인허가실적,경남,7282.0
2018-05-01,주택건설인허가실적,경남,10840.0
2018-06-01,주택건설인허가실적,경남,11688.0
2018-07-01,주택건설인허가실적,경남,13637.0
2018-08-01,주택건설인허가실적,경남,16746.0
2018-09-01,주택건설인허가실적,경남,17107.0
2018-10-01,주택건설인허가실적,경남,18450.0
2018-11-01,주택건설인허가실적,경남,18891.0
2018-12-01,주택건설인허가실적,경남,25691.0
2019-01-01,주택건설인허가실적,경남,348.0
2019-02-01,주택건설인허가실적,경남,2494.0
2019-03-01,주택건설인허가실적,경남,2999.0
2019-04-01,주택건설인허가실적,경남,3676.0
2019-05-01,주택건설인허가실적,경남,6099.0
2019-06-01,주택건설인허가실적,경남,6904.0
2019-07-01,주택건설인허가실적,경남,7582.0
2019-08-01,주택건설인허가실적,경남,7911.0
2019-09-01,주택건설인허가실적,경남,9641.0
2019-10-01,주택건설인허가실적,경남,12864.0
2019-11-01,주택건설인허가실적,경남,13254.0
2019-12-01,주택건설인허가실적,경남,17887.0
2020-01-01,주택건설인허가실적,경남,263.0
2020-02-01,주택건설인허가실적,경남,2783.0
2020-03-01,주택건설인허가실적,경남,3712.0
2020-04-01,주택건설인허가실적,경남,7015.0
2020-05-01,주택건설인허가실적,경남,7526.0
2020-06-01,주택건설인허가실적,경남,7931.0
2020-07-01,주택건설인허가실적,경남,8503.0
2020-08-01,주택건설인허가실적,경남,9722.0
2020-09-01,주택건설인허가실적,경남,13567.0
2020-10-01,주택건설인허가실적,경남,13881.0
2020-11-01,주택건설인허가실적,경남,16430.0
2020-12-01,주택건설인허가실적,경남,23206.0
2021-01-01,주택건설인허가실적,경남,845.0
2021-02-01,주택건설인허가실적,경남,3056.0
2005-01-01,지역별지가변동률,경남,0.14
2005-02-01,지역별지가변동률,경남,0.16
2005-03-01,지역별지가변동률,경남,0.225
2005-04-01,지역별지가변동률,경남,0.29100000000000004
2005-05-01,지역별지가변동률,경남,0.31
2005-06-01,지역별지가변동률,경남,0.28800000000000003
2005-07-01,지역별지가변동률,경남,0.261
2005-08-01,지역별지가변동률,경남,0.256
2005-09-01,지역별지가변동률,경남,0.14300000000000002
2005-10-01,지역별지가변동률,경남,0.196
2005-11-01,지역별지가변동률,경남,0.23600000000000002
2005-12-01,지역별지가변동률,경남,0.267
2006-01-01,지역별지가변동률,경남,0.24100000000000002
2006-02-01,지역별지가변동률,경남,0.205
2006-03-01,지역별지가변동률,경남,0.21100000000000002
2006-04-01,지역별지가변동률,경남,0.254
2006-05-01,지역별지가변동률,경남,0.24
2006-06-01,지역별지가변동률,경남,0.254
2006-07-01,지역별지가변동률,경남,0.21
2006-08-01,지역별지가변동률,경남,0.177
2006-09-01,지역별지가변동률,경남,0.174
2006-10-01,지역별지가변동률,경남,0.171
2006-11-01,지역별지가변동률,경남,0.188
2006-12-01,지역별지가변동률,경남,0.207
2007-01-01,지역별지가변동률,경남,0.18600000000000003
2007-02-01,지역별지가변동률,경남,0.161
2007-03-01,지역별지가변동률,경남,0.158
2007-04-01,지역별지가변동률,경남,0.146
2007-05-01,지역별지가변동률,경남,0.146
2007-06-01,지역별지가변동률,경남,0.147
2007-07-01,지역별지가변동률,경남,0.14
2007-08-01,지역별지가변동률,경남,0.127
2007-09-01,지역별지가변동률,경남,0.22899999999999998
2007-10-01,지역별지가변동률,경남,0.242
2007-11-01,지역별지가변동률,경남,0.24600000000000002
2007-12-01,지역별지가변동률,경남,0.26899999999999996
2008-01-01,지역별지가변동률,경남,0.25
2008-02-01,지역별지가변동률,경남,0.23600000000000002
2008-03-01,지역별지가변동률,경남,0.22
2008-04-01,지역별지가변동률,경남,0.225
2008-05-01,지역별지가변동률,경남,0.217
2008-06-01,지역별지가변동률,경남,0.225
2008-07-01,지역별지가변동률,경남,0.215
2008-08-01,지역별지가변동률,경남,0.218
2008-09-01,지역별지가변동률,경남,0.217
2008-10-01,지역별지가변동률,경남,0.155
2008-11-01,지역별지가변동률,경남,-0.018000000000000002
2008-12-01,지역별지가변동률,경남,-2.033
2009-01-01,지역별지가변동률,경남,-0.17600000000000002
2009-02-01,지역별지가변동률,경남,-0.122
2009-03-01,지역별지가변동률,경남,-0.069
2009-04-01,지역별지가변동률,경남,-0.025
2009-05-01,지역별지가변동률,경남,0.017
2009-06-01,지역별지가변동률,경남,0.036000000000000004
2009-07-01,지역별지가변동률,경남,0.055
2009-08-01,지역별지가변동률,경남,0.087
2009-09-01,지역별지가변동률,경남,0.10300000000000001
2009-10-01,지역별지가변동률,경남,0.109
2009-11-01,지역별지가변동률,경남,0.14
2009-12-01,지역별지가변동률,경남,0.28600000000000003
2010-01-01,지역별지가변동률,경남,0.139
2010-02-01,지역별지가변동률,경남,0.142
2010-03-01,지역별지가변동률,경남,0.136
2010-04-01,지역별지가변동률,경남,0.132
2010-05-01,지역별지가변동률,경남,0.121
2010-06-01,지역별지가변동률,경남,0.10400000000000001
2010-07-01,지역별지가변동률,경남,0.08
2010-08-01,지역별지가변동률,경남,0.057
2010-09-01,지역별지가변동률,경남,0.054000000000000006
2010-10-01,지역별지가변동률,경남,0.073
2010-11-01,지역별지가변동률,경남,0.08199999999999999
2010-12-01,지역별지가변동률,경남,0.161
2011-01-01,지역별지가변동률,경남,0.11599999999999999
2011-02-01,지역별지가변동률,경남,0.102
2011-03-01,지역별지가변동률,경남,0.087
2011-04-01,지역별지가변동률,경남,0.078
2011-05-01,지역별지가변동률,경남,0.084
2011-06-01,지역별지가변동률,경남,0.14800000000000002
2011-07-01,지역별지가변동률,경남,0.145
2011-08-01,지역별지가변동률,경남,0.14300000000000002
2011-09-01,지역별지가변동률,경남,0.22
2011-10-01,지역별지가변동률,경남,0.16699999999999998
2011-11-01,지역별지가변동률,경남,0.162
2011-12-01,지역별지가변동률,경남,0.163
2012-01-01,지역별지가변동률,경남,0.138
2012-02-01,지역별지가변동률,경남,0.142
2012-03-01,지역별지가변동률,경남,0.15
2012-04-01,지역별지가변동률,경남,0.154
2012-05-01,지역별지가변동률,경남,0.155
2012-06-01,지역별지가변동률,경남,0.14400000000000002
2012-07-01,지역별지가변동률,경남,0.15
2012-08-01,지역별지가변동률,경남,0.125
2012-09-01,지역별지가변동률,경남,0.114
2012-10-01,지역별지가변동률,경남,0.122
2012-11-01,지역별지가변동률,경남,0.13
2012-12-01,지역별지가변동률,경남,0.133
2013-01-01,지역별지가변동률,경남,0.122
2013-02-01,지역별지가변동률,경남,0.11699999999999999
2013-03-01,지역별지가변동률,경남,0.132
2013-04-01,지역별지가변동률,경남,0.159
2013-05-01,지역별지가변동률,경남,0.14400000000000002
2013-06-01,지역별지가변동률,경남,0.166
2013-07-01,지역별지가변동률,경남,0.09300000000000001
2013-08-01,지역별지가변동률,경남,0.013000000000000001
2013-09-01,지역별지가변동률,경남,0.06
2013-10-01,지역별지가변동률,경남,0.171
2013-11-01,지역별지가변동률,경남,0.159
2013-12-01,지역별지가변동률,경남,0.145
2014-01-01,지역별지가변동률,경남,0.096
2014-02-01,지역별지가변동률,경남,0.139
2014-03-01,지역별지가변동률,경남,0.14
2014-04-01,지역별지가변동률,경남,0.17600000000000002
2014-05-01,지역별지가변동률,경남,0.145
2014-06-01,지역별지가변동률,경남,0.19399999999999998
2014-07-01,지역별지가변동률,경남,0.2
2014-08-01,지역별지가변동률,경남,0.109
2014-09-01,지역별지가변동률,경남,0.177
2014-10-01,지역별지가변동률,경남,0.244
2014-11-01,지역별지가변동률,경남,0.146
2014-12-01,지역별지가변동률,경남,0.18899999999999997
2015-01-01,지역별지가변동률,경남,0.14400000000000002
2015-02-01,지역별지가변동률,경남,0.134
2015-03-01,지역별지가변동률,경남,0.191
2015-04-01,지역별지가변동률,경남,0.19899999999999998
2015-05-01,지역별지가변동률,경남,0.16699999999999998
2015-06-01,지역별지가변동률,경남,0.187
2015-07-01,지역별지가변동률,경남,0.187
2015-08-01,지역별지가변동률,경남,0.17300000000000001
2015-09-01,지역별지가변동률,경남,0.179
2015-10-01,지역별지가변동률,경남,0.22
2015-11-01,지역별지가변동률,경남,0.207
2015-12-01,지역별지가변동률,경남,0.223
2016-01-01,지역별지가변동률,경남,0.196
2016-02-01,지역별지가변동률,경남,0.17800000000000002
2016-03-01,지역별지가변동률,경남,0.201
2016-04-01,지역별지가변동률,경남,0.179
2016-05-01,지역별지가변동률,경남,0.17300000000000001
2016-06-01,지역별지가변동률,경남,0.195
2016-07-01,지역별지가변동률,경남,0.18100000000000002
2016-08-01,지역별지가변동률,경남,0.19899999999999998
2016-09-01,지역별지가변동률,경남,0.19899999999999998
2016-10-01,지역별지가변동률,경남,0.218
2016-11-01,지역별지가변동률,경남,0.22
2016-12-01,지역별지가변동률,경남,0.19399999999999998
2017-01-01,지역별지가변동률,경남,0.183
2017-02-01,지역별지가변동률,경남,0.19399999999999998
2017-03-01,지역별지가변동률,경남,0.281
2017-04-01,지역별지가변동률,경남,0.26899999999999996
2017-05-01,지역별지가변동률,경남,0.251
2017-06-01,지역별지가변동률,경남,0.302
2017-07-01,지역별지가변동률,경남,0.302
2017-08-01,지역별지가변동률,경남,0.261
2017-09-01,지역별지가변동률,경남,0.26
2017-10-01,지역별지가변동률,경남,0.226
2017-11-01,지역별지가변동률,경남,0.27
2017-12-01,지역별지가변동률,경남,0.252
2018-01-01,지역별지가변동률,경남,0.251
2018-02-01,지역별지가변동률,경남,0.226
2018-03-01,지역별지가변동률,경남,0.261
2018-04-01,지역별지가변동률,경남,0.24100000000000002
2018-05-01,지역별지가변동률,경남,0.22899999999999998
2018-06-01,지역별지가변동률,경남,0.253
2018-07-01,지역별지가변동률,경남,0.22
2018-08-01,지역별지가변동률,경남,0.149
2018-09-01,지역별지가변동률,경남,0.08800000000000001
2018-10-01,지역별지가변동률,경남,0.115
2018-11-01,지역별지가변동률,경남,0.057999999999999996
2018-12-01,지역별지가변동률,경남,0.09
2019-01-01,지역별지가변동률,경남,0.08
2019-02-01,지역별지가변동률,경남,0.07200000000000001
2019-03-01,지역별지가변동률,경남,0.08199999999999999
2019-04-01,지역별지가변동률,경남,0.092
2019-05-01,지역별지가변동률,경남,0.066
2019-06-01,지역별지가변동률,경남,0.046
2019-07-01,지역별지가변동률,경남,0.049
2019-08-01,지역별지가변동률,경남,0.008
2019-09-01,지역별지가변동률,경남,-0.003
2019-10-01,지역별지가변동률,경남,0.019
2019-11-01,지역별지가변동률,경남,0.013999999999999999
2019-12-01,지역별지가변동률,경남,0.031
2020-01-01,지역별지가변동률,경남,0.032
2020-02-01,지역별지가변동률,경남,0.048
2020-03-01,지역별지가변동률,경남,0.037000000000000005
2020-04-01,지역별지가변동률,경남,0.025
2020-05-01,지역별지가변동률,경남,0.054000000000000006
2020-06-01,지역별지가변동률,경남,0.08199999999999999
2020-07-01,지역별지가변동률,경남,0.076
2020-08-01,지역별지가변동률,경남,0.043
2020-09-01,지역별지가변동률,경남,0.053
2020-10-01,지역별지가변동률,경남,0.048
2020-11-01,지역별지가변동률,경남,0.087
2020-12-01,지역별지가변동률,경남,0.132
2021-01-01,지역별지가변동률,경남,0.121
2021-02-01,지역별지가변동률,경남,0.11
2015-06-01,종합월세통합가격지수,경남,103.1
2015-07-01,종합월세통합가격지수,경남,103.1
2015-08-01,종합월세통합가격지수,경남,103.2
2015-09-01,종합월세통합가격지수,경남,103.3
2015-10-01,종합월세통합가격지수,경남,103.3
2015-11-01,종합월세통합가격지수,경남,103.3
2015-12-01,종합월세통합가격지수,경남,103.4
2016-01-01,종합월세통합가격지수,경남,103.4
2016-02-01,종합월세통합가격지수,경남,103.4
2016-03-01,종합월세통합가격지수,경남,103.3
2016-04-01,종합월세통합가격지수,경남,103.4
2016-05-01,종합월세통합가격지수,경남,103.3
2016-06-01,종합월세통합가격지수,경남,103.2
2016-07-01,종합월세통합가격지수,경남,103.1
2016-08-01,종합월세통합가격지수,경남,103.0
2016-09-01,종합월세통합가격지수,경남,102.9
2016-10-01,종합월세통합가격지수,경남,102.7
2016-11-01,종합월세통합가격지수,경남,102.7
2016-12-01,종합월세통합가격지수,경남,102.6
2017-01-01,종합월세통합가격지수,경남,102.4
2017-02-01,종합월세통합가격지수,경남,102.3
2017-03-01,종합월세통합가격지수,경남,102.2
2017-04-01,종합월세통합가격지수,경남,102.1
2017-05-01,종합월세통합가격지수,경남,101.9
2017-06-01,종합월세통합가격지수,경남,101.8
2017-07-01,종합월세통합가격지수,경남,101.5
2017-08-01,종합월세통합가격지수,경남,101.1
2017-09-01,종합월세통합가격지수,경남,100.8
2017-10-01,종합월세통합가격지수,경남,100.5
2017-11-01,종합월세통합가격지수,경남,100.0
2017-12-01,종합월세통합가격지수,경남,99.8
2018-01-01,종합월세통합가격지수,경남,99.6
2018-02-01,종합월세통합가격지수,경남,99.3
2018-03-01,종합월세통합가격지수,경남,99.0
2018-04-01,종합월세통합가격지수,경남,98.6
2018-05-01,종합월세통합가격지수,경남,98.1
2018-06-01,종합월세통합가격지수,경남,97.8
2018-07-01,종합월세통합가격지수,경남,97.4
2018-08-01,종합월세통합가격지수,경남,96.8
2018-09-01,종합월세통합가격지수,경남,96.3
2018-10-01,종합월세통합가격지수,경남,95.9
2018-11-01,종합월세통합가격지수,경남,95.5
2018-12-01,종합월세통합가격지수,경남,95.2
2019-01-01,종합월세통합가격지수,경남,95.0
2019-02-01,종합월세통합가격지수,경남,94.9
2019-03-01,종합월세통합가격지수,경남,94.7
2019-04-01,종합월세통합가격지수,경남,94.4
2019-05-01,종합월세통합가격지수,경남,94.1
2019-06-01,종합월세통합가격지수,경남,93.7
2019-07-01,종합월세통합가격지수,경남,93.5
2019-08-01,종합월세통합가격지수,경남,93.3
2019-09-01,종합월세통합가격지수,경남,93.1
2019-10-01,종합월세통합가격지수,경남,93.0
2019-11-01,종합월세통합가격지수,경남,92.9
2019-12-01,종합월세통합가격지수,경남,92.8
2020-01-01,종합월세통합가격지수,경남,92.8
2020-02-01,종합월세통합가격지수,경남,92.8
2020-03-01,종합월세통합가격지수,경남,92.8
2020-04-01,종합월세통합가격지수,경남,92.8
2020-05-01,종합월세통합가격지수,경남,92.8
2020-06-01,종합월세통합가격지수,경남,92.7
2020-07-01,종합월세통합가격지수,경남,92.7
2020-08-01,종합월세통합가격지수,경남,92.8
2020-09-01,종합월세통합가격지수,경남,92.8
2020-10-01,종합월세통합가격지수,경남,92.9
2020-11-01,종합월세통합가격지수,경남,93.0
2020-12-01,종합월세통합가격지수,경남,93.3
2021-01-01,종합월세통합가격지수,경남,93.5
2021-02-01,종합월세통합가격지수,경남,93.6
2021-03-01,종합월세통합가격지수,경남,93.7
2015-06-01,아파트월세통합가격지수,경남,104.5
2015-07-01,아파트월세통합가격지수,경남,104.5
2015-08-01,아파트월세통합가격지수,경남,104.5
2015-09-01,아파트월세통합가격지수,경남,104.6
2015-10-01,아파트월세통합가격지수,경남,104.6
2015-11-01,아파트월세통합가격지수,경남,104.6
2015-12-01,아파트월세통합가격지수,경남,104.7
2016-01-01,아파트월세통합가격지수,경남,104.7
2016-02-01,아파트월세통합가격지수,경남,104.7
2016-03-01,아파트월세통합가격지수,경남,104.7
2016-04-01,아파트월세통합가격지수,경남,104.6
2016-05-01,아파트월세통합가격지수,경남,104.6
2016-06-01,아파트월세통합가격지수,경남,104.5
2016-07-01,아파트월세통합가격지수,경남,104.3
2016-08-01,아파트월세통합가격지수,경남,104.1
2016-09-01,아파트월세통합가격지수,경남,104.0
2016-10-01,아파트월세통합가격지수,경남,103.9
2016-11-01,아파트월세통합가격지수,경남,103.8
2016-12-01,아파트월세통합가격지수,경남,103.7
2017-01-01,아파트월세통합가격지수,경남,103.5
2017-02-01,아파트월세통합가격지수,경남,103.4
2017-03-01,아파트월세통합가격지수,경남,103.4
2017-04-01,아파트월세통합가격지수,경남,103.2
2017-05-01,아파트월세통합가격지수,경남,102.9
2017-06-01,아파트월세통합가격지수,경남,102.7
2017-07-01,아파트월세통합가격지수,경남,102.2
2017-08-01,아파트월세통합가격지수,경남,101.7
2017-09-01,아파트월세통합가격지수,경남,101.2
2017-10-01,아파트월세통합가격지수,경남,100.7
2017-11-01,아파트월세통합가격지수,경남,100.0
2017-12-01,아파트월세통합가격지수,경남,99.6
2018-01-01,아파트월세통합가격지수,경남,99.3
2018-02-01,아파트월세통합가격지수,경남,98.9
2018-03-01,아파트월세통합가격지수,경남,98.4
2018-04-01,아파트월세통합가격지수,경남,97.9
2018-05-01,아파트월세통합가격지수,경남,97.2
2018-06-01,아파트월세통합가격지수,경남,96.8
2018-07-01,아파트월세통합가격지수,경남,96.2
2018-08-01,아파트월세통합가격지수,경남,95.4
2018-09-01,아파트월세통합가격지수,경남,94.8
2018-10-01,아파트월세통합가격지수,경남,94.2
2018-11-01,아파트월세통합가격지수,경남,93.7
2018-12-01,아파트월세통합가격지수,경남,93.2
2019-01-01,아파트월세통합가격지수,경남,93.0
2019-02-01,아파트월세통합가격지수,경남,92.8
2019-03-01,아파트월세통합가격지수,경남,92.6
2019-04-01,아파트월세통합가격지수,경남,92.2
2019-05-01,아파트월세통합가격지수,경남,91.8
2019-06-01,아파트월세통합가격지수,경남,91.2
2019-07-01,아파트월세통합가격지수,경남,90.9
2019-08-01,아파트월세통합가격지수,경남,90.6
2019-09-01,아파트월세통합가격지수,경남,90.4
2019-10-01,아파트월세통합가격지수,경남,90.1
2019-11-01,아파트월세통합가격지수,경남,90.1
2019-12-01,아파트월세통합가격지수,경남,90.0
2020-01-01,아파트월세통합가격지수,경남,90.0
2020-02-01,아파트월세통합가격지수,경남,90.0
2020-03-01,아파트월세통합가격지수,경남,90.0
2020-04-01,아파트월세통합가격지수,경남,90.0
2020-05-01,아파트월세통합가격지수,경남,90.0
2020-06-01,아파트월세통합가격지수,경남,90.0
2020-07-01,아파트월세통합가격지수,경남,90.0
2020-08-01,아파트월세통합가격지수,경남,90.0
2020-09-01,아파트월세통합가격지수,경남,90.1
2020-10-01,아파트월세통합가격지수,경남,90.2
2020-11-01,아파트월세통합가격지수,경남,90.4
2020-12-01,아파트월세통합가격지수,경남,90.9
2021-01-01,아파트월세통합가격지수,경남,91.2
2021-02-01,아파트월세통합가격지수,경남,91.3
2021-03-01,아파트월세통합가격지수,경남,91.5
2015-06-01,연립다세대월세통합가격지수,경남,101.7
2015-07-01,연립다세대월세통합가격지수,경남,101.8
2015-08-01,연립다세대월세통합가격지수,경남,101.9
2015-09-01,연립다세대월세통합가격지수,경남,102.0
2015-10-01,연립다세대월세통합가격지수,경남,102.1
2015-11-01,연립다세대월세통합가격지수,경남,102.1
2015-12-01,연립다세대월세통합가격지수,경남,102.2
2016-01-01,연립다세대월세통합가격지수,경남,102.3
2016-02-01,연립다세대월세통합가격지수,경남,102.3
2016-03-01,연립다세대월세통합가격지수,경남,102.4
2016-04-01,연립다세대월세통합가격지수,경남,102.4
2016-05-01,연립다세대월세통합가격지수,경남,102.4
2016-06-01,연립다세대월세통합가격지수,경남,102.4
2016-07-01,연립다세대월세통합가격지수,경남,102.3
2016-08-01,연립다세대월세통합가격지수,경남,102.2
2016-09-01,연립다세대월세통합가격지수,경남,102.2
2016-10-01,연립다세대월세통합가격지수,경남,101.9
2016-11-01,연립다세대월세통합가격지수,경남,101.8
2016-12-01,연립다세대월세통합가격지수,경남,101.8
2017-01-01,연립다세대월세통합가격지수,경남,101.7
2017-02-01,연립다세대월세통합가격지수,경남,101.6
2017-03-01,연립다세대월세통합가격지수,경남,101.6
2017-04-01,연립다세대월세통합가격지수,경남,101.5
2017-05-01,연립다세대월세통합가격지수,경남,101.5
2017-06-01,연립다세대월세통합가격지수,경남,101.4
2017-07-01,연립다세대월세통합가격지수,경남,101.3
2017-08-01,연립다세대월세통합가격지수,경남,101.1
2017-09-01,연립다세대월세통합가격지수,경남,100.7
2017-10-01,연립다세대월세통합가격지수,경남,100.4
2017-11-01,연립다세대월세통합가격지수,경남,100.0
2017-12-01,연립다세대월세통합가격지수,경남,99.8
2018-01-01,연립다세대월세통합가격지수,경남,99.6
2018-02-01,연립다세대월세통합가격지수,경남,99.4
2018-03-01,연립다세대월세통합가격지수,경남,99.1
2018-04-01,연립다세대월세통합가격지수,경남,98.7
2018-05-01,연립다세대월세통합가격지수,경남,98.2
2018-06-01,연립다세대월세통합가격지수,경남,98.0
2018-07-01,연립다세대월세통합가격지수,경남,97.5
2018-08-01,연립다세대월세통합가격지수,경남,97.0
2018-09-01,연립다세대월세통합가격지수,경남,96.4
2018-10-01,연립다세대월세통합가격지수,경남,95.7
2018-11-01,연립다세대월세통합가격지수,경남,95.0
2018-12-01,연립다세대월세통합가격지수,경남,94.2
2019-01-01,연립다세대월세통합가격지수,경남,94.0
2019-02-01,연립다세대월세통합가격지수,경남,93.8
2019-03-01,연립다세대월세통합가격지수,경남,93.7
2019-04-01,연립다세대월세통합가격지수,경남,93.5
2019-05-01,연립다세대월세통합가격지수,경남,93.2
2019-06-01,연립다세대월세통합가격지수,경남,93.0
2019-07-01,연립다세대월세통합가격지수,경남,92.8
2019-08-01,연립다세대월세통합가격지수,경남,92.6
2019-09-01,연립다세대월세통합가격지수,경남,92.4
2019-10-01,연립다세대월세통합가격지수,경남,92.3
2019-11-01,연립다세대월세통합가격지수,경남,92.4
2019-12-01,연립다세대월세통합가격지수,경남,92.3
2020-01-01,연립다세대월세통합가격지수,경남,92.2
2020-02-01,연립다세대월세통합가격지수,경남,92.2
2020-03-01,연립다세대월세통합가격지수,경남,92.1
2020-04-01,연립다세대월세통합가격지수,경남,92.1
2020-05-01,연립다세대월세통합가격지수,경남,92.0
2020-06-01,연립다세대월세통합가격지수,경남,91.9
2020-07-01,연립다세대월세통합가격지수,경남,91.9
2020-08-01,연립다세대월세통합가격지수,경남,91.9
2020-09-01,연립다세대월세통합가격지수,경남,91.9
2020-10-01,연립다세대월세통합가격지수,경남,91.9
2020-11-01,연립다세대월세통합가격지수,경남,91.8
2020-12-01,연립다세대월세통합가격지수,경남,91.8
2021-01-01,연립다세대월세통합가격지수,경남,91.8
2021-02-01,연립다세대월세통합가격지수,경남,91.8
2021-03-01,연립다세대월세통합가격지수,경남,91.7
2015-06-01,단독주택월세통합가격지수,경남,100.8
2015-07-01,단독주택월세통합가격지수,경남,100.8
2015-08-01,단독주택월세통합가격지수,경남,100.8
2015-09-01,단독주택월세통합가격지수,경남,100.8
2015-10-01,단독주택월세통합가격지수,경남,100.9
2015-11-01,단독주택월세통합가격지수,경남,101.0
2015-12-01,단독주택월세통합가격지수,경남,100.9
2016-01-01,단독주택월세통합가격지수,경남,100.9
2016-02-01,단독주택월세통합가격지수,경남,100.9
2016-03-01,단독주택월세통합가격지수,경남,100.9
2016-04-01,단독주택월세통합가격지수,경남,100.9
2016-05-01,단독주택월세통합가격지수,경남,100.9
2016-06-01,단독주택월세통합가격지수,경남,100.9
2016-07-01,단독주택월세통합가격지수,경남,100.8
2016-08-01,단독주택월세통합가격지수,경남,100.8
2016-09-01,단독주택월세통합가격지수,경남,100.8
2016-10-01,단독주택월세통합가격지수,경남,100.7
2016-11-01,단독주택월세통합가격지수,경남,100.6
2016-12-01,단독주택월세통합가격지수,경남,100.6
2017-01-01,단독주택월세통합가격지수,경남,100.4
2017-02-01,단독주택월세통합가격지수,경남,100.4
2017-03-01,단독주택월세통합가격지수,경남,100.4
2017-04-01,단독주택월세통합가격지수,경남,100.5
2017-05-01,단독주택월세통합가격지수,경남,100.3
2017-06-01,단독주택월세통합가격지수,경남,100.3
2017-07-01,단독주택월세통합가격지수,경남,100.3
2017-08-01,단독주택월세통합가격지수,경남,100.2
2017-09-01,단독주택월세통합가격지수,경남,100.1
2017-10-01,단독주택월세통합가격지수,경남,100.1
2017-11-01,단독주택월세통합가격지수,경남,100.0
2017-12-01,단독주택월세통합가격지수,경남,100.0
2018-01-01,단독주택월세통합가격지수,경남,100.0
2018-02-01,단독주택월세통합가격지수,경남,100.0
2018-03-01,단독주택월세통합가격지수,경남,99.8
2018-04-01,단독주택월세통합가격지수,경남,99.7
2018-05-01,단독주택월세통합가격지수,경남,99.6
2018-06-01,단독주택월세통합가격지수,경남,99.4
2018-07-01,단독주택월세통합가격지수,경남,99.2
2018-08-01,단독주택월세통합가격지수,경남,99.0
2018-09-01,단독주택월세통합가격지수,경남,98.7
2018-10-01,단독주택월세통합가격지수,경남,98.6
2018-11-01,단독주택월세통합가격지수,경남,98.5
2018-12-01,단독주택월세통합가격지수,경남,98.4
2019-01-01,단독주택월세통합가격지수,경남,98.3
2019-02-01,단독주택월세통합가격지수,경남,98.2
2019-03-01,단독주택월세통합가격지수,경남,98.1
2019-04-01,단독주택월세통합가격지수,경남,98.0
2019-05-01,단독주택월세통합가격지수,경남,97.9
2019-06-01,단독주택월세통합가격지수,경남,97.8
